sequence_number,path,file_type,size_bytes,line_count,purpose,runtime_surface,static_callers,dynamic_usage_checked,route_or_entrypoint,CI/deployment_usage,migration/data_dependency,security_review,performance_review,disposition,evidence,tests_required,review_status,changing_commit_sha
74,dashboard/package.json,json,1779,68,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
75,dashboard/playwright.config.mjs,javascript,1999,61,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
76,dashboard/postcss.config.js,javascript,81,6,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
77,dashboard/public/brand/landing/app-screens/content-management.png,binary,161168,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
78,dashboard/public/brand/landing/app-screens/guest-chat.png,binary,157441,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
79,dashboard/public/brand/landing/app-screens/integrations.png,binary,167946,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
80,dashboard/public/brand/landing/app-screens/live-chat.png,binary,142018,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
81,dashboard/public/brand/landing/app-screens/navigation.png,binary,125472,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
82,dashboard/public/brand/landing/app-screens/owner-copilot.png,binary,160582,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
83,dashboard/public/brand/landing/app-screens/settings.png,binary,115426,,,,,NO,,,,UNREVIEWED,UNREVIEWED,BINARY_ASSET_REVIEW,phase0_shell_only,,UNREVIEWED,
84,dashboard/public/brand/landing/linas-app-icon.svg,web_asset,1068,19,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
85,dashboard/public/brand/landing/linas-logo.svg,web_asset,656,7,,,,NO,,,,UNREVIEWED,UNREVIEWED,KEEP_AS_IS,phase0_shell_provisional_disposition,,UNREVIEWED,
